# Methyl Salicylate  CAS 119-36-8
# source: NIST WebBook / Sadtler Research Labs Under US-EPA Contract
# STATE=gas  YUNITS=ABSORBANCE
# NOT QUANTITATIVE: no path length or concentration given.
# Absorbance scale is arbitrary -> positions and shapes only.
wavenumber_cm-1,absorbance_arbitrary
1814.0,2.248216e-02
1818.0,1.838247e-02
1822.0,1.481178e-02
1826.0,1.150558e-02
1830.0,1.137333e-02
1834.0,9.521856e-03
1838.0,7.802632e-03
1842.0,9.389608e-03
1846.0,1.018310e-02
1850.0,6.347904e-03
1854.0,4.231936e-03
1858.0,5.289920e-03
1862.0,6.083408e-03
1866.0,7.405888e-03
1870.0,8.596120e-03
1874.0,5.554416e-03
1878.0,3.438448e-03
1882.0,2.512712e-03
1886.0,2.909456e-03
1890.0,5.025424e-03
1894.0,5.818912e-03
1898.0,5.686664e-03
1902.0,5.686664e-03
1906.0,6.480152e-03
1910.0,6.876896e-03
1914.0,9.257360e-03
1918.0,1.415054e-02
1922.0,1.851472e-02
1926.0,1.944046e-02
1930.0,1.996945e-02
1934.0,1.864697e-02
1938.0,1.705999e-02
1942.0,1.851472e-02
1946.0,1.917596e-02
1950.0,1.639875e-02
1954.0,1.362154e-02
1958.0,1.005085e-02
1962.0,5.422168e-03
1966.0,3.702944e-03
1970.0,3.041704e-03
1974.0,2.777208e-03
1978.0,3.041704e-03
1982.0,3.835192e-03
1986.0,3.438448e-03
1990.0,4.760928e-03
1994.0,4.496432e-03
1998.0,4.231936e-03
2002.0,3.702944e-03
2006.0,3.967440e-03
2010.0,3.570696e-03
2014.0,4.364184e-03
2018.0,4.760928e-03
2022.0,4.099688e-03
2026.0,4.099688e-03
2030.0,4.364184e-03
2034.0,4.628680e-03
2038.0,5.289920e-03
2042.0,6.876896e-03
2046.0,8.067128e-03
2050.0,1.044759e-02
2054.0,1.163782e-02
2058.0,1.229906e-02
2062.0,1.309255e-02
2066.0,1.177007e-02
2070.0,8.067128e-03
2074.0,5.025424e-03
2078.0,2.380464e-03
2082.0,1.322480e-03
2086.0,1.190232e-03
2090.0,1.851472e-03
2094.0,2.512712e-03
2098.0,3.438448e-03
2102.0,3.835192e-03
2106.0,4.364184e-03
2110.0,3.967440e-03
2114.0,3.835192e-03
2118.0,3.173952e-03
2122.0,3.041704e-03
2126.0,2.777208e-03
2130.0,2.909456e-03
2134.0,3.041704e-03
2138.0,3.702944e-03
2142.0,4.231936e-03
2146.0,4.628680e-03
2150.0,5.554416e-03
2154.0,5.025424e-03
2158.0,5.289920e-03
2162.0,4.496432e-03
2166.0,3.570696e-03
2170.0,3.041704e-03
2174.0,3.173952e-03
2178.0,3.041704e-03
2182.0,2.777208e-03
2186.0,2.512712e-03
2190.0,2.115968e-03
2194.0,1.586976e-03
2198.0,5.289920e-04
2202.0,1.322480e-04
2206.0,0.000000e+00
2210.0,2.644960e-04
2214.0,3.967440e-04
2218.0,1.322480e-04
2222.0,9.257360e-04
2226.0,3.967440e-04
2230.0,9.257360e-04
2234.0,1.057984e-03
2238.0,7.934880e-04
2242.0,5.289920e-04
2246.0,1.322480e-03
2250.0,1.454728e-03
2254.0,1.586976e-03
2258.0,2.380464e-03
2262.0,2.115968e-03
2266.0,2.380464e-03
2270.0,2.644960e-03
2274.0,3.967440e-03
2278.0,4.231936e-03
2282.0,5.686664e-03
2286.0,6.215656e-03
2290.0,6.612400e-03
2294.0,7.009144e-03
2298.0,6.347904e-03
2302.0,6.612400e-03
2306.0,6.480152e-03
2310.0,6.876896e-03
2314.0,7.009144e-03
2318.0,6.612400e-03
2322.0,7.009144e-03
2326.0,6.480152e-03
2330.0,7.405888e-03
2334.0,6.083408e-03
2338.0,5.422168e-03
2342.0,5.157672e-03
2346.0,5.289920e-03
2350.0,4.893176e-03
2354.0,6.215656e-03
2358.0,5.157672e-03
2362.0,4.364184e-03
2366.0,3.835192e-03
2370.0,2.512712e-03
2374.0,3.438448e-03
2378.0,2.777208e-03
2382.0,3.306200e-03
2386.0,3.438448e-03
2390.0,3.967440e-03
2394.0,4.496432e-03
2398.0,4.364184e-03
2402.0,5.025424e-03
2406.0,5.289920e-03
2410.0,5.289920e-03
2414.0,5.157672e-03
2418.0,5.289920e-03
2422.0,5.025424e-03
2426.0,4.893176e-03
2430.0,4.893176e-03
2434.0,4.628680e-03
2438.0,4.364184e-03
2442.0,3.835192e-03
2446.0,3.306200e-03
2450.0,3.835192e-03
2454.0,3.570696e-03
2458.0,3.835192e-03
2462.0,4.231936e-03
2466.0,4.760928e-03
2470.0,4.628680e-03
2474.0,3.702944e-03
2478.0,4.496432e-03
2482.0,3.306200e-03
2486.0,3.835192e-03
2490.0,4.364184e-03
2494.0,4.760928e-03
2498.0,5.818912e-03
2502.0,6.612400e-03
2506.0,7.009144e-03
2510.0,6.744648e-03
2514.0,6.876896e-03
2518.0,6.083408e-03
2522.0,5.686664e-03
2526.0,5.951160e-03
2530.0,5.951160e-03
2534.0,5.422168e-03
2538.0,5.554416e-03
2542.0,7.009144e-03
2546.0,7.141392e-03
2550.0,7.934880e-03
2554.0,7.538136e-03
2558.0,8.331624e-03
2562.0,8.331624e-03
2566.0,8.067128e-03
2570.0,8.067128e-03
2574.0,7.009144e-03
2578.0,7.273640e-03
2582.0,6.744648e-03
2586.0,7.009144e-03
2590.0,7.141392e-03
2594.0,7.405888e-03
2598.0,7.670384e-03
2602.0,7.802632e-03
2606.0,7.934880e-03
2610.0,7.405888e-03
2614.0,8.199376e-03
2618.0,7.802632e-03
2622.0,7.802632e-03
2626.0,7.273640e-03
2630.0,7.009144e-03
2634.0,7.273640e-03
2638.0,6.744648e-03
2642.0,7.405888e-03
2646.0,7.141392e-03
2650.0,6.612400e-03
2654.0,6.876896e-03
2658.0,7.009144e-03
2662.0,6.480152e-03
2666.0,4.099688e-03
2670.0,3.570696e-03
2674.0,2.777208e-03
2678.0,3.438448e-03
2682.0,4.364184e-03
2686.0,5.422168e-03
2690.0,7.009144e-03
2694.0,8.463872e-03
2698.0,8.596120e-03
2702.0,9.125112e-03
2706.0,8.331624e-03
2710.0,7.670384e-03
2714.0,7.670384e-03
2718.0,8.331624e-03
2722.0,8.331624e-03
2726.0,8.596120e-03
2730.0,8.596120e-03
2734.0,7.802632e-03
2738.0,8.728368e-03
2742.0,8.596120e-03
2746.0,8.463872e-03
2750.0,8.331624e-03
2754.0,8.199376e-03
2758.0,8.596120e-03
2762.0,9.654104e-03
2766.0,9.521856e-03
2770.0,1.071209e-02
2774.0,1.110883e-02
2778.0,1.071209e-02
2782.0,9.918600e-03
2786.0,9.918600e-03
2790.0,9.125112e-03
2794.0,1.071209e-02
2798.0,9.786352e-03
2802.0,9.654104e-03
2806.0,1.005085e-02
2810.0,9.786352e-03
2814.0,7.670384e-03
2818.0,8.463872e-03
2822.0,8.596120e-03
2826.0,9.786352e-03
2830.0,9.654104e-03
2834.0,1.190232e-02
2838.0,1.322480e-02
2842.0,1.481178e-02
2846.0,2.010170e-02
2850.0,2.697859e-02
2854.0,3.557471e-02
2858.0,3.993890e-02
2862.0,4.284835e-02
2866.0,3.980665e-02
2870.0,3.372324e-02
2874.0,2.592061e-02
2878.0,2.155642e-02
2882.0,1.944046e-02
2886.0,2.076294e-02
2890.0,2.287890e-02
2894.0,2.644960e-02
2898.0,2.922681e-02
2902.0,3.279750e-02
2906.0,3.676494e-02
2910.0,4.007114e-02
2914.0,4.231936e-02
2918.0,4.218711e-02
2922.0,4.073238e-02
2926.0,3.901316e-02
2930.0,3.504572e-02
2934.0,3.319425e-02
2938.0,3.147502e-02
2942.0,3.372324e-02
2946.0,3.835192e-02
2950.0,5.144447e-02
2954.0,8.212601e-02
2958.0,1.463985e-01
2962.0,2.019427e-01
2966.0,2.130515e-01
2970.0,1.951980e-01
2974.0,1.437536e-01
2978.0,7.114942e-02
2982.0,4.112913e-02
2986.0,3.517797e-02
2990.0,3.650045e-02
2994.0,4.139362e-02
2998.0,4.813827e-02
3002.0,5.554416e-02
3006.0,6.361129e-02
3010.0,6.850446e-02
3014.0,6.638850e-02
3018.0,6.414028e-02
3022.0,6.638850e-02
3026.0,6.956245e-02
3030.0,7.591035e-02
3034.0,7.643934e-02
3038.0,7.551361e-02
3042.0,7.313314e-02
3046.0,6.903346e-02
3050.0,7.062043e-02
3054.0,7.749733e-02
3058.0,8.596120e-02
3062.0,9.468957e-02
3066.0,1.052694e-01
3070.0,1.133365e-01
3074.0,1.125430e-01
3078.0,1.106916e-01
3082.0,1.020955e-01
3086.0,9.019314e-02
3090.0,8.358074e-02
3094.0,7.934880e-02
3098.0,7.445562e-02
3102.0,6.837222e-02
3106.0,6.123082e-02
3110.0,4.893176e-02
3114.0,4.046789e-02
3118.0,3.570696e-02
3122.0,3.094603e-02
3126.0,2.711084e-02
3130.0,2.433363e-02
3134.0,2.354014e-02
3138.0,2.340790e-02
3142.0,2.380464e-02
3146.0,2.367239e-02
3150.0,2.261441e-02
3154.0,2.301115e-02
3158.0,2.234991e-02
3162.0,2.406914e-02
3166.0,2.539162e-02
3170.0,2.711084e-02
3174.0,2.949130e-02
3178.0,3.292975e-02
3182.0,3.663270e-02
3186.0,4.060014e-02
3190.0,4.562556e-02
3194.0,5.012199e-02
3198.0,5.686664e-02
3202.0,6.387578e-02
3206.0,7.326539e-02
3210.0,8.344849e-02
3214.0,9.746678e-02
3218.0,1.126753e-01
3222.0,1.293385e-01
3226.0,1.497047e-01
3230.0,1.724514e-01
3234.0,1.957270e-01
3238.0,2.179447e-01
3242.0,2.417493e-01
3246.0,2.634380e-01
3250.0,2.835397e-01
3254.0,2.966323e-01
3258.0,3.046994e-01
3262.0,3.033769e-01
3266.0,2.924003e-01
3270.0,2.750758e-01
3274.0,2.536517e-01
3278.0,2.307728e-01
3282.0,2.114646e-01
3286.0,1.936111e-01
3290.0,1.803863e-01
3294.0,1.692774e-01
3298.0,1.588298e-01
3302.0,1.493080e-01
3306.0,1.401829e-01
3310.0,1.307933e-01
3314.0,1.235196e-01
3318.0,1.187587e-01
3322.0,1.132043e-01
3326.0,1.067241e-01
3330.0,1.014342e-01
3334.0,9.693778e-02
3338.0,9.164786e-02
3342.0,8.781267e-02
3346.0,8.318399e-02
3350.0,8.053903e-02
3354.0,7.604260e-02
3358.0,7.207516e-02
3362.0,6.731423e-02
3366.0,6.480152e-02
3370.0,6.149532e-02
3374.0,5.911486e-02
3378.0,5.699889e-02
3382.0,5.554416e-02
3386.0,5.329594e-02
3390.0,5.184122e-02
3394.0,4.840277e-02
3398.0,4.827052e-02
3402.0,4.694804e-02
3406.0,4.496432e-02
3410.0,4.483207e-02
3414.0,4.337734e-02
3418.0,4.231936e-02
3422.0,4.086463e-02
3426.0,4.033564e-02
3430.0,3.848417e-02
3434.0,3.583921e-02
3438.0,3.438448e-02
3442.0,3.425223e-02
3446.0,3.187177e-02
3450.0,2.922681e-02
3454.0,2.750758e-02
3458.0,2.539162e-02
3462.0,2.380464e-02
3466.0,2.473038e-02
3470.0,2.658185e-02
3474.0,3.147502e-02
3478.0,3.954215e-02
3482.0,4.655130e-02
3486.0,5.104773e-02
3490.0,5.131222e-02
3494.0,4.800602e-02
3498.0,4.298060e-02
3502.0,3.716169e-02
3506.0,3.068154e-02
3510.0,2.763983e-02
3514.0,2.380464e-02
3518.0,2.208542e-02
3522.0,2.036619e-02
3526.0,1.930821e-02
3530.0,1.705999e-02
3534.0,1.692774e-02
3538.0,1.441503e-02
3542.0,1.441503e-02
3546.0,1.467953e-02
3550.0,1.467953e-02
3554.0,1.388604e-02
3558.0,1.335705e-02
3562.0,1.243131e-02
3566.0,1.388604e-02
3570.0,1.388604e-02
3574.0,1.348930e-02
3578.0,1.110883e-02
3582.0,1.044759e-02
3586.0,1.124108e-02
3590.0,1.137333e-02
3594.0,1.018310e-02
3598.0,1.057984e-02
3602.0,1.044759e-02
3606.0,8.860616e-03
3610.0,8.331624e-03
3614.0,7.802632e-03
3618.0,7.934880e-03
3622.0,7.405888e-03
3626.0,6.347904e-03
3630.0,5.289920e-03
3634.0,5.422168e-03
3638.0,6.876896e-03
3642.0,5.157672e-03
3646.0,3.041704e-03
3650.0,2.777208e-03
3654.0,4.628680e-03
3658.0,5.157672e-03
3662.0,4.231936e-03
3666.0,4.496432e-03
3670.0,5.289920e-03
3674.0,4.231936e-03
3678.0,3.702944e-03
3682.0,1.851472e-03
3686.0,1.983720e-03
3690.0,9.257360e-04
3694.0,6.612400e-04
3698.0,2.512712e-03
3702.0,5.025424e-03
3706.0,5.157672e-03
3710.0,2.909456e-03
3714.0,5.025424e-03
3718.0,4.760928e-03
3722.0,3.438448e-03
3726.0,4.760928e-03
3730.0,5.422168e-03
3734.0,2.777208e-03
3738.0,5.157672e-03
3742.0,4.231936e-03
3746.0,4.364184e-03
3750.0,5.289920e-03
3754.0,5.157672e-03
3758.0,3.967440e-03
3762.0,5.554416e-03
3766.0,4.099688e-03
3770.0,3.967440e-03
3774.0,4.893176e-03
3778.0,4.893176e-03
3782.0,6.347904e-03
3786.0,6.612400e-03
3790.0,5.025424e-03
3794.0,5.025424e-03
3798.0,4.893176e-03
3802.0,6.083408e-03
3806.0,6.744648e-03
3810.0,4.760928e-03
3814.0,6.744648e-03
3818.0,6.612400e-03
3822.0,5.025424e-03
3826.0,5.157672e-03
3830.0,5.422168e-03
3834.0,6.215656e-03
3838.0,7.670384e-03
3842.0,7.405888e-03
3846.0,7.538136e-03
3850.0,6.876896e-03
3854.0,5.686664e-03
3858.0,8.463872e-03
3862.0,8.331624e-03
3866.0,5.686664e-03
3870.0,7.670384e-03
3874.0,6.744648e-03
3878.0,5.686664e-03
3882.0,8.067128e-03
3886.0,6.744648e-03
3890.0,7.273640e-03
3894.0,6.876896e-03
3898.0,7.405888e-03
3902.0,7.405888e-03
3906.0,7.934880e-03
3910.0,7.934880e-03
3914.0,1.057984e-02
3918.0,8.331624e-03
3922.0,6.083408e-03
3926.0,6.744648e-03
3930.0,9.521856e-03
3934.0,6.480152e-03
3938.0,9.654104e-03
3942.0,9.786352e-03
3946.0,1.203457e-02
3950.0,8.860616e-03
3954.0,7.538136e-03
3958.0,1.150558e-02
3962.0,9.125112e-03
3966.0,7.273640e-03
